"circonscription","delegation","number","station_name","center_name"
"Kairouan","Haffouz","14100125505","م إبتدائية حفوز المركز   مكتب 5","م إبتدائية حفوز المركز   مكتب 5"
"Kairouan","Haffouz","14100125601","م إبتدائية حي الزياتين - حفوز المركز  مكتب 1","م إبتدائية حي الزياتين - حفوز المركز  مكتب 1"
"Kairouan","Haffouz","14100125602","م إبتدائية حي الزياتين - حفوز المركز  مكتب 2","م إبتدائية حي الزياتين - حفوز المركز  مكتب 2"
"Kairouan","Haffouz","14100125603","م إبتدائية حي الزياتين - حفوز المركز  مكتب 3","م إبتدائية حي الزياتين - حفوز المركز  مكتب 3"
"Kairouan","Haffouz","14100125604","م إبتدائية حي الزياتين - حفوز المركز  مكتب 4","م إبتدائية حي الزياتين - حفوز المركز  مكتب 4"
"Kairouan","Haffouz","14100225701","م إبتدائية العالية - خيط الوادي  مكتب 1","م إبتدائية العالية - خيط الوادي  مكتب 1"
"Kairouan","Haffouz","14100225801","م إبتدائية خيط الوادي 1  مكتب 1","م إبتدائية خيط الوادي 1  مكتب 1"
"Kairouan","Haffouz","14100225802","م إبتدائية خيط الوادي 1  مكتب 2","م إبتدائية خيط الوادي 1  مكتب 2"
"Kairouan","Haffouz","14100225901","م إبتدائية الكتيفات - خيط الوادي  مكتب 1","م إبتدائية الكتيفات - خيط الوادي  مكتب 1"
"Kairouan","Haffouz","14100226001","م إبتدائية عين الكدية - خيط الوادي  مكتب 1","م إبتدائية عين الكدية - خيط الوادي  مكتب 1"
"Kairouan","Haffouz","14100226101","م إبتدائية العنق - خيط الوادي  مكتب 1","م إبتدائية العنق - خيط الوادي  مكتب 1"
"Kairouan","Haffouz","14100226201","م إبتدائية خيط الوادي 2  مكتب 1","م إبتدائية خيط الوادي 2  مكتب 1"
"Kairouan","Haffouz","14100326301","م إبتدائية وادي الجباس   مكتب 1","م إبتدائية وادي الجباس   مكتب 1"
"Kairouan","Haffouz","14100326401","م إبتدائية المرايحية - وادي الجباس  مكتب 1","م إبتدائية المرايحية - وادي الجباس  مكتب 1"
"Kairouan","Haffouz","14100326501","م إبتدائية أولاد العيساوي - وادي الجباس  مكتب 1","م إبتدائية أولاد العيساوي - وادي الجباس  مكتب 1"
"Kairouan","Haffouz","14100426601","م إبتدائية عين البيضاء   مكتب 1","م إبتدائية عين البيضاء   مكتب 1"
"Kairouan","Haffouz","14100426602","م إبتدائية عين البيضاء   مكتب 2","م إبتدائية عين البيضاء   مكتب 2"
"Kairouan","Haffouz","14100426701","م إبتدائية الخطاطفة - العين البيضاء  مكتب 1","م إبتدائية الخطاطفة - العين البيضاء  مكتب 1"
"Kairouan","Haffouz","14100426702","م إبتدائية الخطاطفة - العين البيضاء  مكتب 2","م إبتدائية الخطاطفة - العين البيضاء  مكتب 2"
"Kairouan","Haffouz","14100426801","م إبتدائية الزملة - العين البيضاء  مكتب 1","م إبتدائية الزملة - العين البيضاء  مكتب 1"
"Kairouan","Haffouz","14100426802","م إبتدائية الزملة - العين البيضاء  مكتب 2","م إبتدائية الزملة - العين البيضاء  مكتب 2"
"Kairouan","Haffouz","14100426901","م إبتدائية الزبارة - العين البيضاء  مكتب 1","م إبتدائية الزبارة - العين البيضاء  مكتب 1"
"Kairouan","Haffouz","14100527001","م إبتدائية عين غراب - الحوفية  مكتب 1","م إبتدائية عين غراب - الحوفية  مكتب 1"
"Kairouan","Haffouz","14100527101","م إبتدائية عين زانة - الحوفية  مكتب 1","م إبتدائية عين زانة - الحوفية  مكتب 1"
"Kairouan","Haffouz","14100527102","م إبتدائية عين زانة - الحوفية  مكتب 2","م إبتدائية عين زانة - الحوفية  مكتب 2"
"Kairouan","Haffouz","14100527201","م إبتدائية الحوفية   مكتب 1","م إبتدائية الحوفية   مكتب 1"
"Kairouan","Haffouz","14100527202","م إبتدائية الحوفية   مكتب 2","م إبتدائية الحوفية   مكتب 2"
"Kairouan","Haffouz","14100627301","م إبتدائية الشريشيرة  مكتب 1","م إبتدائية الشريشيرة  مكتب 1"
"Kairouan","Haffouz","14100627302","م إبتدائية الشريشيرة  مكتب 2","م إبتدائية الشريشيرة  مكتب 2"
"Kairouan","Haffouz","14100627401","م إبتدائية الزرق - الشريشيرة  مكتب 1","م إبتدائية الزرق - الشريشيرة  مكتب 1"
"Kairouan","Haffouz","14100627402","م إبتدائية الزرق - الشريشيرة  مكتب 2","م إبتدائية الزرق - الشريشيرة  مكتب 2"
"Kairouan","Haffouz","14100727501","م إبتدائية طرزة الجنوبية  مكتب 1","م إبتدائية طرزة الجنوبية  مكتب 1"
"Kairouan","Haffouz","14100727601","م إبتدائية الحرشة - طرزة الجنوبية  مكتب 1","م إبتدائية الحرشة - طرزة الجنوبية  مكتب 1"
"Kairouan","Haffouz","14100727701","م إبتدائية حمام طرزة - طرزة الجنوبية  مكتب 1","م إبتدائية حمام طرزة - طرزة الجنوبية  مكتب 1"
"Kairouan","Haffouz","14100827801","م إبتدائية أولاد خلف الله   مكتب 1","م إبتدائية أولاد خلف الله   مكتب 1"
"Kairouan","Haffouz","14100827802","م إبتدائية أولاد خلف الله   مكتب 2","م إبتدائية أولاد خلف الله   مكتب 2"
"Kairouan","Haffouz","14100827901","م إبتدائية أولاد خليف - أولاد خلف اللّه  مكتب 1","م إبتدائية أولاد خليف - أولاد خلف اللّه  مكتب 1"
"Kairouan","Nasrallah","14110128001","م إبتدائية نصر الله المركز   مكتب 1","م إبتدائية نصر الله المركز   مكتب 1"
"Kairouan","Nasrallah","14110128002","م إبتدائية نصر الله المركز   مكتب 2","م إبتدائية نصر الله المركز   مكتب 2"
"Kairouan","Nasrallah","14110128003","م إبتدائية نصر الله المركز   مكتب 3","م إبتدائية نصر الله المركز   مكتب 3"
"Kairouan","Nasrallah","14110128004","م إبتدائية نصر الله المركز   مكتب 4","م إبتدائية نصر الله المركز   مكتب 4"
"Kairouan","Nasrallah","14110128101","م إبتدائية حي النسيم - نصر الله المركز  مكتب 1","م إبتدائية حي النسيم - نصر الله المركز  مكتب 1"
"Kairouan","Nasrallah","14110128201","م إبتدائية حي العزاعزة - نصر الله المركز  مكتب 1","م إبتدائية حي العزاعزة - نصر الله المركز  مكتب 1"
"Kairouan","Nasrallah","14110128202","م إبتدائية حي العزاعزة - نصر الله المركز  مكتب 2","م إبتدائية حي العزاعزة - نصر الله المركز  مكتب 2"
"Kairouan","Nasrallah","14110228301","م إبتدائية العجابنة - نصر الله الأحواز  مكتب 1","م إبتدائية العجابنة - نصر الله الأحواز  مكتب 1"
"Kairouan","Nasrallah","14110228401","م إبتدائية بئر السلايمية - نصر الله الأحواز  مكتب 1","م إبتدائية بئر السلايمية - نصر الله الأحواز  مكتب 1"
"Kairouan","Nasrallah","14110228501","م إبتدائية فرحات حشاد - نصر الله الأحواز  مكتب 1","م إبتدائية فرحات حشاد - نصر الله الأحواز  مكتب 1"
"Kairouan","Nasrallah","14110228601","م إبتدائية السلايمية - نصر الله الأحواز  مكتب 1","م إبتدائية السلايمية - نصر الله الأحواز  مكتب 1"
"Kairouan","Nasrallah","14110228701","م إبتدائية ثامر - نصر الله الأحواز  مكتب 1","م إبتدائية ثامر - نصر الله الأحواز  مكتب 1"
"Kairouan","Nasrallah","14110228801","م إبتدائية الجمال - نصر الله الأحواز  مكتب 1","م إبتدائية الجمال - نصر الله الأحواز  مكتب 1"
"Kairouan","Nasrallah","14110228901","م إبتدائية الريايشة - نصر الله الأحواز  مكتب 1","م إبتدائية الريايشة - نصر الله الأحواز  مكتب 1"
"Kairouan","Nasrallah","14110329001","م إبتدائية الحميدات   مكتب 1","م إبتدائية الحميدات   مكتب 1"
"Kairouan","Nasrallah","14110329101","م إبتدائية العزاعزة - الحميدات  مكتب 1","م إبتدائية العزاعزة - الحميدات  مكتب 1"
"Kairouan","Nasrallah","14110329201","م إبتدائية الحميدات الشرقية 2   مكتب 1","م إبتدائية الحميدات الشرقية 2   مكتب 1"
"Kairouan","Nasrallah","14110429301","م إبتدائية الفلايلية - الفجيج  مكتب 1","م إبتدائية الفلايلية - الفجيج  مكتب 1"
"Kairouan","Nasrallah","14110429401","م إبتدائية منزل المهيري 1 - الفجيج  مكتب 1","م إبتدائية منزل المهيري 1 - الفجيج  مكتب 1"
"Kairouan","Nasrallah","14110429402","م إبتدائية منزل المهيري 1 - الفجيج  مكتب 2","م إبتدائية منزل المهيري 1 - الفجيج  مكتب 2"
"Kairouan","Nasrallah","14110429403","م إبتدائية منزل المهيري 1 - الفجيج  مكتب 3","م إبتدائية منزل المهيري 1 - الفجيج  مكتب 3"
"Kairouan","Nasrallah","14110429601","م إبتدائية هنشير المستيري - الفجيج  مكتب 1","م إبتدائية هنشير المستيري - الفجيج  مكتب 1"
"Kairouan","Nasrallah","14110429701","م إبتدائية منزل المهيري 2 - الفجيج  مكتب 1","م إبتدائية منزل المهيري 2 - الفجيج  مكتب 1"
"Kairouan","Nasrallah","14110529801","م إبتدائية محطة سيدي سعد - الطويلة  مكتب 1","م إبتدائية محطة سيدي سعد - الطويلة  مكتب 1"
"Kairouan","Nasrallah","14110529802","م إبتدائية محطة سيدي سعد - الطويلة  مكتب 2","م إبتدائية محطة سيدي سعد - الطويلة  مكتب 2"
"Kairouan","Nasrallah","14110529901","م إبتدائية الطويلة   مكتب 1","م إبتدائية الطويلة   مكتب 1"
"Kairouan","Nasrallah","14110530001","م إبتدائية سد بورقيبة - الطويلة  مكتب 1","م إبتدائية سد بورقيبة - الطويلة  مكتب 1"
"Kairouan","Nasrallah","14110630101","م إبتدائية الخبنة - المنارة  مكتب 1","م إبتدائية الخبنة - المنارة  مكتب 1"
"Kairouan","Nasrallah","14110630201","م إبتدائية الرقوبة الحمراء - المنارة  مكتب 1","م إبتدائية الرقوبة الحمراء - المنارة  مكتب 1"
"Kairouan","Nasrallah","14110630202","م إبتدائية الرقوبة الحمراء - المنارة  مكتب 2","م إبتدائية الرقوبة الحمراء - المنارة  مكتب 2"
"Kairouan","Nasrallah","14110630301","م إبتدائية أبو القاسم الشابي - المنارة  مكتب 1","م إبتدائية أبو القاسم الشابي - المنارة  مكتب 1"
"Kairouan","Nasrallah","14110630401","م إبتدائية خبنة الطمامة - المنارة  مكتب 1","م إبتدائية خبنة الطمامة - المنارة  مكتب 1"
"Kairouan","Nasrallah","14110630501","م إبتدائية البشايرية - المنارة  مكتب 1","م إبتدائية البشايرية - المنارة  مكتب 1"
"Kairouan","Nasrallah","14110730601","م إبتدائية الكبارة   مكتب 1","م إبتدائية الكبارة   مكتب 1"
"Kairouan","Nasrallah","14110730602","م إبتدائية الكبارة   مكتب 2","م إبتدائية الكبارة   مكتب 2"
"Kairouan","Nasrallah","14110730701","م إبتدائية النجاح - الكبارة  مكتب 1","م إبتدائية النجاح - الكبارة  مكتب 1"
"Kairouan","Nasrallah","14110730801","م إبتدائية   العواينية - الكبارة  مكتب 1","م إبتدائية   العواينية - الكبارة  مكتب 1"
"Kairouan","Nasrallah","14110830901","م إبتدائية البريكات نصر الله   مكتب 1","م إبتدائية البريكات نصر الله   مكتب 1"
"Kairouan","Nasrallah","14110830902","م إبتدائية البريكات نصر الله   مكتب 2","م إبتدائية البريكات نصر الله   مكتب 2"
"Kairouan","Nasrallah","14110831001","م إبتدائية النور - البريكات  مكتب 1","م إبتدائية النور - البريكات  مكتب 1"
"Kasserine","Ezzouhour","15010100203","م إبتدائية الزهور 2 - الزهور الغربي (1)  مكتب 3","م إبتدائية الزهور 2 - الزهور الغربي (1)  مكتب 3"
"Kasserine","Ezzouhour","15010300502","م إبتدائية عين الخضراء - الزهور الغربي (4)  مكتب 2","م إبتدائية عين الخضراء - الزهور الغربي (4)  مكتب 2"
"Kasserine","El Ayoun","15020201101","م إبتدائية هنشير البقر - القرين  مكتب 1","م إبتدائية هنشير البقر - القرين  مكتب 1"
"Kasserine","Kasserine Sud","15030203201","م إبتدائية الوشواشة - بولهيجات  مكتب 1","م إبتدائية الوشواشة - بولهيجات  مكتب 1"
"Kasserine","Thala","15050808202","م إبتدائية هنشير الورغي - زلفان  مكتب 2","م إبتدائية هنشير الورغي - زلفان  مكتب 2"
"Kasserine","Jedelienne","15060209301","م إبتدائية عين الخريبة - فج تربح  مكتب 1","م إبتدائية عين الخريبة - فج تربح  مكتب 1"
"Kasserine","Jedelienne","15060209501","م إبتدائية بئر سفيان - فج تربح  مكتب 1","م إبتدائية بئر سفيان - فج تربح  مكتب 1"
"Kasserine","Jedelienne","15060510201","م إبتدائية البياض بوعرعار - عين أم الجدور  مكتب 1","م إبتدائية البياض بوعرعار - عين أم الجدور  مكتب 1"
"Kasserine","Hassi El Ferid","15070110701","م إبتدائية العمامرية - حاسي الفريد  مكتب 1","م إبتدائية العمامرية - حاسي الفريد  مكتب 1"
"Kasserine","Hassi El Ferid","15070211101","م إبتدائية عين سالم - الهشيم  مكتب 1","م إبتدائية عين سالم - الهشيم  مكتب 1"
"Kasserine","Hassi El Ferid","15070311301","م إبتدائية اللبيبات حاسي الفريد - خنقة الجازية  مكتب 1","م إبتدائية اللبيبات حاسي الفريد - خنقة الجازية  مكتب 1"
"Kasserine","Hassi El Ferid","15070512301","م إبتدائية الفكة - الكامور  مكتب 1","م إبتدائية الفكة - الكامور  مكتب 1"
"Kasserine","Sbiba","15090615502","م إبتدائية الثماد  مكتب 2","م إبتدائية الثماد  مكتب 2"
"Kasserine","Sbeïtla","15100818401","م إبتدائية مشرق الشمس  مكتب 1","م إبتدائية مشرق الشمس  مكتب 1"
"Kasserine","Sbeïtla","15101320501","م إبتدائية السعايدية سبيطلة - القرعة الحمراء  مكتب 1","م إبتدائية السعايدية سبيطلة - القرعة الحمراء  مكتب 1"
"Kasserine","Foussana","15120425502","م إبتدائية خمودة الجنوبية  مكتب 2","م إبتدائية خمودة الجنوبية  مكتب 2"
"Kasserine","Foussana","15120726202","م إبتدائية هنشير خليل - المزيرعة  مكتب 2","م إبتدائية هنشير خليل - المزيرعة  مكتب 2"
"Kasserine","Foussana","15120826501","م إبتدائية زاوية المولدي - العذيرة  مكتب 1","م إبتدائية زاوية المولدي - العذيرة  مكتب 1"
"Kasserine","Foussana","15121127301","م إبتدائية بودرياس   مكتب 1","م إبتدائية بودرياس   مكتب 1"
"Kasserine","Majel Bel Abbès","15130228501","م إبتدائية سيدي رابح - الماجل الجنوبية  مكتب 1","م إبتدائية سيدي رابح - الماجل الجنوبية  مكتب 1"
"Kasserine","Majel Bel Abbès","15130429201","م إبتدائية الناظور  مكتب 1","م إبتدائية الناظور  مكتب 1"
"Kasserine","Majel Bel Abbès","15130730101","م إبتدائية المسيلة - الجدرة  مكتب 1","م إبتدائية المسيلة - الجدرة  مكتب 1"
"Sidi_Bouzid","Regueb","16010300501","م إبتدائية السعيدة  مكتب 1","م إبتدائية السعيدة  مكتب 1"
"Sidi_Bouzid","Regueb","16010300503","م إبتدائية السعيدة  مكتب 3","م إبتدائية السعيدة  مكتب 3"
"Sidi_Bouzid","Regueb","16010601501","م إبتدائية الرضاع   مكتب 1","م إبتدائية الرضاع   مكتب 1"
"Sidi_Bouzid","Regueb","16010601502","م إبتدائية الرضاع   مكتب 2","م إبتدائية الرضاع   مكتب 2"
"Sidi_Bouzid","Regueb","16011103402","م إبتدائية السكبة   مكتب 2","م إبتدائية السكبة   مكتب 2"
"Sidi_Bouzid","Regueb","16011203501","م إبتدائية الخشم - الخشم الشرقية  مكتب 1","م إبتدائية الخشم - الخشم الشرقية  مكتب 1"
"Sidi_Bouzid","Regueb","16011504801","م إبتدائية أولاد احمد الزين - فرش غريب  مكتب 1","م إبتدائية أولاد احمد الزين - فرش غريب  مكتب 1"
"Sidi_Bouzid","Regueb","16011604901","م إبتدائية أولاد عيوني  مكتب 1","م إبتدائية أولاد عيوني  مكتب 1"
"Sidi_Bouzid","Mezzouna","16020506201","م إبتدائية أولاد عمر - الدوارة  مكتب 1","م إبتدائية أولاد عمر - الدوارة  مكتب 1"
"Sidi_Bouzid","Mezzouna","16020506301","م إبتدائية واد الدم - الدوارة  مكتب 1","م إبتدائية واد الدم - الدوارة  مكتب 1"
"Sidi_Bouzid","Meknassy","16030207801","م إبتدائية النور - الغريس الغربية  مكتب 1","م إبتدائية النور - الغريس الغربية  مكتب 1"
"Sidi_Bouzid","Meknassy","16030708801","م إبتدائية العيون - المبروكة  مكتب 1","م إبتدائية العيون - المبروكة  مكتب 1"
"Sidi_Bouzid","Meknassy","16030808901","م إبتدائية قرية النصر  مكتب 1","م إبتدائية قرية النصر  مكتب 1"
"Sidi_Bouzid","Ouled Haffouz","16040309901","م إبتدائية القوائبية - سيدي خليف  مكتب 1","م إبتدائية القوائبية - سيدي خليف  مكتب 1"
"Sidi_Bouzid","Ouled Haffouz","16040310001","م إبتدائية القبة - سيدي خليف  مكتب 1","م إبتدائية القبة - سيدي خليف  مكتب 1"
"Sidi_Bouzid","Ouled Haffouz","16040510202","م إبتدائية حانوت عيسى - كسودة  مكتب 2","م إبتدائية حانوت عيسى - كسودة  مكتب 2"
"Sidi_Bouzid","Ouled Haffouz","16040811101","م.الإبتدائية مركز حربيط  سيدي اللافي  مكتب 1","م.الإبتدائية مركز حربيط  سيدي اللافي  مكتب 1"
"Sidi_Bouzid","Jilma","16061016601","م إبتدائية الأبيض   مكتب 1","م إبتدائية الأبيض   مكتب 1"
"Sidi_Bouzid","Souk Jedid","16080720601","م إبتدائية أولاد محمد النباهة - بئر بدر  مكتب 1","م إبتدائية أولاد محمد النباهة - بئر بدر  مكتب 1"
"Sidi_Bouzid","Sidi Bouzid Est","16090120801","م إبتدائية الحسينات - الأحواز  مكتب 1","م إبتدائية الحسينات - الأحواز  مكتب 1"
"Sidi_Bouzid","Sidi Bouzid Est","16090221401","م إبتدائية أولاد فرحان - قرع بنور  مكتب 1","م إبتدائية أولاد فرحان - قرع بنور  مكتب 1"
"Sidi_Bouzid","Menzel Bouzaiane","16120129601","م إبتدائية 15أكتوبر - منزل بوزيان  مكتب 1","م إبتدائية 15أكتوبر - منزل بوزيان  مكتب 1"
"Gafsa","Redeyef","17010100101","م إبتدائية حي النور الرديف - الرديف المركز  مكتب 1","م إبتدائية حي النور الرديف - الرديف المركز  مكتب 1"
"Gafsa","Redeyef","17010100102","م إبتدائية حي النور الرديف - الرديف المركز  مكتب 2","م إبتدائية حي النور الرديف - الرديف المركز  مكتب 2"
"Gafsa","Redeyef","17010100201","م إبتدائية الفوز الرديف - الرديف المركز  مكتب 1","م إبتدائية الفوز الرديف - الرديف المركز  مكتب 1"
"Gafsa","Redeyef","17010200301","م إبتدائية سيدي عبد القادر - الرديف الشمالية  مكتب 1","م إبتدائية سيدي عبد القادر - الرديف الشمالية  مكتب 1"
"Gafsa","Redeyef","17010200302","م إبتدائية سيدي عبد القادر - الرديف الشمالية  مكتب 2","م إبتدائية سيدي عبد القادر - الرديف الشمالية  مكتب 2"
"Gafsa","Redeyef","17010200401","م إبتدائية  14 جانفي الرديف - الرديف الشمالية  مكتب 1","م إبتدائية  14 جانفي الرديف - الرديف الشمالية  مكتب 1"
"Gafsa","Redeyef","17010200402","م إبتدائية  14 جانفي الرديف - الرديف الشمالية  مكتب 2","م إبتدائية  14 جانفي الرديف - الرديف الشمالية  مكتب 2"
"Gafsa","Redeyef","17010200501","م إبتدائية العهد الجديد الرديف - الرديف الشمالية  مكتب 1","م إبتدائية العهد الجديد الرديف - الرديف الشمالية  مكتب 1"
"Gafsa","Redeyef","17010300601","م إبتدائية حي الزمرة الرديف - الرديف الجنوبية  مكتب 1","م إبتدائية حي الزمرة الرديف - الرديف الجنوبية  مكتب 1"
"Gafsa","Redeyef","17010300602","م إبتدائية حي الزمرة الرديف - الرديف الجنوبية  مكتب 2","م إبتدائية حي الزمرة الرديف - الرديف الجنوبية  مكتب 2"
"Gafsa","Redeyef","17010300603","م إبتدائية حي الزمرة الرديف - الرديف الجنوبية  مكتب 3","م إبتدائية حي الزمرة الرديف - الرديف الجنوبية  مكتب 3"
"Gafsa","Redeyef","17010300604","م إبتدائية حي الزمرة الرديف - الرديف الجنوبية  مكتب 4","م إبتدائية حي الزمرة الرديف - الرديف الجنوبية  مكتب 4"
"Gafsa","Redeyef","17010300605","م إبتدائية حي الزمرة الرديف - الرديف الجنوبية  مكتب 5","م إبتدائية حي الزمرة الرديف - الرديف الجنوبية  مكتب 5"
"Gafsa","Redeyef","17010300606","م إبتدائية حي الزمرة الرديف - الرديف الجنوبية  مكتب 6","م إبتدائية حي الزمرة الرديف - الرديف الجنوبية  مكتب 6"
"Gafsa","Redeyef","17010300701","م إبتدائية السقدود 1 الرديف - الرديف الجنوبية  مكتب 1","م إبتدائية السقدود 1 الرديف - الرديف الجنوبية  مكتب 1"
"Gafsa","Redeyef","17010300801","م إبتدائية الوفاء سقدود 2 الرديف - الرديف الجنوبية  مكتب 1","م إبتدائية الوفاء سقدود 2 الرديف - الرديف الجنوبية  مكتب 1"
"Gafsa","Redeyef","17010400901","م إبتدائية حئ التحرير الرديف - المحطة  مكتب 1","م إبتدائية حئ التحرير الرديف - المحطة  مكتب 1"
"Gafsa","Redeyef","17010400902","م إبتدائية حئ التحرير الرديف - المحطة  مكتب 2","م إبتدائية حئ التحرير الرديف - المحطة  مكتب 2"
"Gafsa","Redeyef","17010400903","م إبتدائية حئ التحرير الرديف - المحطة  مكتب 3","م إبتدائية حئ التحرير الرديف - المحطة  مكتب 3"
"Gafsa","Redeyef","17010401001","م إبتدائية المحطة الرديف   مكتب 1","م إبتدائية المحطة الرديف   مكتب 1"
"Gafsa","Redeyef","17010401002","م إبتدائية المحطة الرديف   مكتب 2","م إبتدائية المحطة الرديف   مكتب 2"
"Gafsa","Redeyef","17010401101","م إبتدائية الفتح الرديف - المحطة  مكتب 1","م إبتدائية الفتح الرديف - المحطة  مكتب 1"
"Gafsa","Redeyef","17010401102","م إبتدائية الفتح الرديف - المحطة  مكتب 2","م إبتدائية الفتح الرديف - المحطة  مكتب 2"
"Gafsa","Redeyef","17010401103","م إبتدائية الفتح الرديف - المحطة  مكتب 3","م إبتدائية الفتح الرديف - المحطة  مكتب 3"
"Gafsa","Redeyef","17010401201","م إبتدائية  2مارس 1934الرديف - المحطة  مكتب 1","م إبتدائية  2مارس 1934الرديف - المحطة  مكتب 1"
"Gafsa","Redeyef","17010401202","م إبتدائية  2مارس 1934الرديف - المحطة  مكتب 2","م إبتدائية  2مارس 1934الرديف - المحطة  مكتب 2"
"Gafsa","Redeyef","17010401203","م إبتدائية  2مارس 1934الرديف - المحطة  مكتب 3","م إبتدائية  2مارس 1934الرديف - المحطة  مكتب 3"
"Gafsa","Redeyef","17010501301","م إبتدائية واد ي الجمل الرديف - تابديت  مكتب 1","م إبتدائية واد ي الجمل الرديف - تابديت  مكتب 1"
"Gafsa","Redeyef","17010501401","م إبتدائية وادي الحاشي الرديف - تابديت  مكتب 1","م إبتدائية وادي الحاشي الرديف - تابديت  مكتب 1"
"Gafsa","Sened","17020101501","م إبتدائية المحطة السند   مكتب 1","م إبتدائية المحطة السند   مكتب 1"
"Gafsa","Sened","17020101502","م إبتدائية المحطة السند   مكتب 2","م إبتدائية المحطة السند   مكتب 2"
"Gafsa","Sened","17020101503","م إبتدائية المحطة السند   مكتب 3","م إبتدائية المحطة السند   مكتب 3"
"Gafsa","Sened","17020101504","م إبتدائية المحطة السند   مكتب 4","م إبتدائية المحطة السند   مكتب 4"
"Gafsa","Sened","17020101601","م إبتدائية جبل السند   مكتب 1","م إبتدائية جبل السند   مكتب 1"
"Gafsa","Sened","17020101701","م إبتدائية السمائرية السند  مكتب 1","م إبتدائية السمائرية السند  مكتب 1"
"Gafsa","Sened","17020101801","م إبتدائية البياضة السند  مكتب 1","م إبتدائية البياضة السند  مكتب 1"
"Gafsa","Sened","17020101901","م إبتدائية حي الزيتونة السند  مكتب 1","م إبتدائية حي الزيتونة السند  مكتب 1"
"Gafsa","Sened","17020101902","م إبتدائية حي الزيتونة السند  مكتب 2","م إبتدائية حي الزيتونة السند  مكتب 2"
"Gafsa","Sened","17020101903","م إبتدائية حي الزيتونة السند  مكتب 3","م إبتدائية حي الزيتونة السند  مكتب 3"
"Gafsa","Sened","17020102001","م إبتدائية ابن خلدون السند  مكتب 1","م إبتدائية ابن خلدون السند  مكتب 1"
"Gafsa","Sened","17020102002","م إبتدائية ابن خلدون السند  مكتب 2","م إبتدائية ابن خلدون السند  مكتب 2"
"Gafsa","Sened","17020202101","م إبتدائية زانوش المحطة السند  مكتب 1","م إبتدائية زانوش المحطة السند  مكتب 1"
"Gafsa","Sened","17020202102","م إبتدائية زانوش المحطة السند  مكتب 2","م إبتدائية زانوش المحطة السند  مكتب 2"
"Gafsa","Sened","17020202103","م إبتدائية زانوش المحطة السند  مكتب 3","م إبتدائية زانوش المحطة السند  مكتب 3"
"Gafsa","Sened","17020202104","م إبتدائية زانوش المحطة السند  مكتب 4","م إبتدائية زانوش المحطة السند  مكتب 4"
"Gafsa","Sened","17020202201","م إبتدائية الباطن زنوش السند   مكتب 1","م إبتدائية الباطن زنوش السند   مكتب 1"
"Gafsa","Sened","17020202301","م إبتدائية بورقيبة باطن زنوش السند   مكتب 1","م إبتدائية بورقيبة باطن زنوش السند   مكتب 1"
"Gafsa","Sened","17020202401","م إبتدائية السودان السند - زانوش  مكتب 1","م إبتدائية السودان السند - زانوش  مكتب 1"
"Gafsa","Sened","17020202501","م إبتدائية القطيات السند - زانوش  مكتب 1","م إبتدائية القطيات السند - زانوش  مكتب 1"
"Gafsa","Sened","17020202601","م إبتدائية الامل زنوش السند   مكتب 1","م إبتدائية الامل زنوش السند   مكتب 1"
"Gafsa","Sened","17020302701","م إبتدائية الجديدة زانوش السند  مكتب 1","م إبتدائية الجديدة زانوش السند  مكتب 1"
"Gafsa","Sened","17020302702","م إبتدائية الجديدة زانوش السند  مكتب 2","م إبتدائية الجديدة زانوش السند  مكتب 2"
"Gafsa","Sened","17020402801","م إبتدائية البهلولة السند - عبد الصادق  مكتب 1","م إبتدائية البهلولة السند - عبد الصادق  مكتب 1"
"Gafsa","Sened","17020402802","م إبتدائية البهلولة السند - عبد الصادق  مكتب 2","م إبتدائية البهلولة السند - عبد الصادق  مكتب 2"
"Gafsa","Sened","17020402901","م إبتدائية ام العلق السند - عبد الصادق  مكتب 1","م إبتدائية ام العلق السند - عبد الصادق  مكتب 1"
"Gafsa","Sened","17020403001","م إبتدائية عبد الصادق السند   مكتب 1","م إبتدائية عبد الصادق السند   مكتب 1"
"Gafsa","Sened","17020403101","م إبتدائية هنشير الافراح السند - عبد الصادق  مكتب 1","م إبتدائية هنشير الافراح السند - عبد الصادق  مكتب 1"
"Gafsa","Sened","17020403201","م إبتدائية الثلائجية السند - عبد الصادق  مكتب 1","م إبتدائية الثلائجية السند - عبد الصادق  مكتب 1"
"Gafsa","Sened","17020503301","م إبتدائية القوسة السند - ماجورة  مكتب 1","م إبتدائية القوسة السند - ماجورة  مكتب 1"
"Gafsa","Sened","17020503302","م إبتدائية القوسة السند - ماجورة  مكتب 2","م إبتدائية القوسة السند - ماجورة  مكتب 2"
"Gafsa","Sened","17020503401","م إبتدائية ماجورة السند  مكتب 1","م إبتدائية ماجورة السند  مكتب 1"
"Gafsa","Sened","17020503402","م إبتدائية ماجورة السند  مكتب 2","م إبتدائية ماجورة السند  مكتب 2"
"Gafsa","Sened","17020503501","م إبتدائية دخلة ماجورة السند   مكتب 1","م إبتدائية دخلة ماجورة السند   مكتب 1"
"Gafsa","Sened","17020503601","م إبتدائية ظهراوية ماجورة   مكتب 1","م إبتدائية ظهراوية ماجورة   مكتب 1"
"Gafsa","Sened","17020503701","م إبتدائية عرادة السند - ماجورة  مكتب 1","م إبتدائية عرادة السند - ماجورة  مكتب 1"
