"circonscription","delegation","number","station_name","center_name"
"Siliana","Rouhia","8010701801","م إبتدائية الهرية   مكتب 1","م إبتدائية الهرية   مكتب 1"
"Siliana","Rouhia","8010802301","م إبتدائية أولاد بلال - الروحية  مكتب 1","م إبتدائية أولاد بلال - الروحية  مكتب 1"
"Siliana","Bargou","8040105602","م إبتدائية  2مارس برقو  مكتب 2","م إبتدائية  2مارس برقو  مكتب 2"
"Siliana","Bargou","8040105701","م إبتدائية حي الزهور برقو  مكتب 1","م إبتدائية حي الزهور برقو  مكتب 1"
"Siliana","Bou Arada","8060208702","م إبتدائية حي الزياتين بوعرادة - بوعرادة المدينة  مكتب 2","م إبتدائية حي الزياتين بوعرادة - بوعرادة المدينة  مكتب 2"
"Siliana","Siliana Sud","8070109601","م إبتدائية الجمهورية سليانة - سليانة المدينة  مكتب 1","م إبتدائية الجمهورية سليانة - سليانة المدينة  مكتب 1"
"Siliana","Siliana Sud","8070109702","م إبتدائية العهد الجديد سليانة - سليانة المدينة  مكتب 2","م إبتدائية العهد الجديد سليانة - سليانة المدينة  مكتب 2"
"Siliana","Siliana Nord","8080112403","م إبتدائية الطيب المهيري سليانة - سليانة المدينة  مكتب 3","م إبتدائية الطيب المهيري سليانة - سليانة المدينة  مكتب 3"
"Siliana","Siliana Nord","8080212501","م إبتدائية حي الصلاح سليــــانة - سليانة الشمالية  مكتب 1","م إبتدائية حي الصلاح سليــــانة - سليانة الشمالية  مكتب 1"
"Siliana","Siliana Nord","8080212502","م إبتدائية حي الصلاح سليــــانة - سليانة الشمالية  مكتب 2","م إبتدائية حي الصلاح سليــــانة - سليانة الشمالية  مكتب 2"
"Siliana","Siliana Nord","8080212503","م إبتدائية حي الصلاح سليــــانة - سليانة الشمالية  مكتب 3","م إبتدائية حي الصلاح سليــــانة - سليانة الشمالية  مكتب 3"
"Siliana","Siliana Nord","8080212504","م إبتدائية حي الصلاح سليــــانة - سليانة الشمالية  مكتب 4","م إبتدائية حي الصلاح سليــــانة - سليانة الشمالية  مكتب 4"
"Siliana","Siliana Nord","8080212505","م إبتدائية حي الصلاح سليــــانة - سليانة الشمالية  مكتب 5","م إبتدائية حي الصلاح سليــــانة - سليانة الشمالية  مكتب 5"
"Siliana","Siliana Nord","8080212602","م إبتدائية حي النور سليانة - سليانة الشمالية  مكتب 2","م إبتدائية حي النور سليانة - سليانة الشمالية  مكتب 2"
"Siliana","Siliana Nord","8080814201","م إبتدائية عين الديسة   مكتب 1","م إبتدائية عين الديسة   مكتب 1"
"Siliana","Makthar","8110317501","م إبتدائية القرعة  مكتب 1","م إبتدائية القرعة  مكتب 1"
"Siliana","Makthar","8111019101","م إبتدائية الحمادة - السوالم  مكتب 1","م إبتدائية الحمادة - السوالم  مكتب 1"
"Bizerte","El Alia","9010200302","م إبتدائية الشابي العالية - العالية الشمالية   مكتب 2","م إبتدائية الشابي العالية - العالية الشمالية   مكتب 2"
"Bizerte","El Alia","9010200403","م إبتدائية الطيب الشريف العالية - العالية الشمالية   مكتب 3","م إبتدائية الطيب الشريف العالية - العالية الشمالية   مكتب 3"
"Bizerte","Utique","9020201202","م إبتدائية أوتيك الجديدة   مكتب 2","م إبتدائية أوتيك الجديدة   مكتب 2"
"Bizerte","Utique","9020301401","م إبتدائية هنشير الطاحونة - البسباسية   مكتب 1","م إبتدائية هنشير الطاحونة - البسباسية   مكتب 1"
"Bizerte","Bizerte Sud","9030202301","م إبتدائية تاغرمان - فرحات حشاد   مكتب 1","م إبتدائية تاغرمان - فرحات حشاد   مكتب 1"
"Bizerte","Bizerte Sud","9030202302","م إبتدائية تاغرمان - فرحات حشاد   مكتب 2","م إبتدائية تاغرمان - فرحات حشاد   مكتب 2"
"Bizerte","Bizerte Sud","9030302901","م إبتدائية الغيران - مرنيصة   مكتب 1","م إبتدائية الغيران - مرنيصة   مكتب 1"
"Bizerte","Bizerte Sud","9030302902","م إبتدائية الغيران - مرنيصة   مكتب 2","م إبتدائية الغيران - مرنيصة   مكتب 2"
"Bizerte","Bizerte Sud","9030303004","م إبتدائية بني نافع - مرنيصة   مكتب 4","م إبتدائية بني نافع - مرنيصة   مكتب 4"
"Bizerte","Bizerte Sud","9030603602","م إبتدائية حي البساتين بنزرت الجنوبية - باب ماطر   مكتب 2","م إبتدائية حي البساتين بنزرت الجنوبية - باب ماطر   مكتب 2"
"Bizerte","Bizerte Sud","9030803901","م إبتدائية المصيدة - المصيدة   مكتب 1","م إبتدائية المصيدة - المصيدة   مكتب 1"
"Bizerte","Bizerte Nord","9040104401","م إبتدائية شارع الهادي شاكر بنزرت - حسن النوري   مكتب 1","م إبتدائية شارع الهادي شاكر بنزرت - حسن النوري   مكتب 1"
"Bizerte","Bizerte Nord","9040304601","م إبتدائية الكرنيش بنزرت  مكتب 1","م إبتدائية الكرنيش بنزرت  مكتب 1"
"Bizerte","Bizerte Nord","9040304602","م إبتدائية الكرنيش بنزرت  مكتب 2","م إبتدائية الكرنيش بنزرت  مكتب 2"
"Bizerte","Bizerte Nord","9040505002","م إبتدائية حي الكرنيش - عين مريم   مكتب 2","م إبتدائية حي الكرنيش - عين مريم   مكتب 2"
"Bizerte","Bizerte Nord","9040805501","م إبتدائية حي الهناء بنزرت  مكتب 1","م إبتدائية حي الهناء بنزرت  مكتب 1"
"Bizerte","Bizerte Nord","9040805502","م إبتدائية حي الهناء بنزرت  مكتب 2","م إبتدائية حي الهناء بنزرت  مكتب 2"
"Bizerte","Bizerte Nord","9040905903","م إبتدائية حي والي - 15 أكتوبر   مكتب 3","م إبتدائية حي والي - 15 أكتوبر   مكتب 3"
"Bizerte","Tinja","9050206401","م إبتدائية حي إقبال تينجة - قنقلة   مكتب 1","م إبتدائية حي إقبال تينجة - قنقلة   مكتب 1"
"Bizerte","Tinja","9050206501","م إبتدائية حي العريش - قنقلة   مكتب 1","م إبتدائية حي العريش - قنقلة   مكتب 1"
"Bizerte","Tinja","9050306601","م إبتدائية الزعرور   مكتب 1","م إبتدائية الزعرور   مكتب 1"
"Bizerte","Zarzouna","9060106708","م إبتدائية الحي العمالي جرزونة - جرزونة الغربية   مكتب 8","م إبتدائية الحي العمالي جرزونة - جرزونة الغربية   مكتب 8"
"Bizerte","Joumine","9070408101","م إبتدائية تاهنت   مكتب 1","م إبتدائية تاهنت   مكتب 1"
"Bizerte","Joumine","9070608701","م إبتدائية الرمادية - بالرايس  مكتب 1","م إبتدائية الرمادية - بالرايس  مكتب 1"
"Bizerte","Joumine","9070608801","م إبتدائية دمنة الربح - بالرايس  مكتب 1","م إبتدائية دمنة الربح - بالرايس  مكتب 1"
"Bizerte","Joumine","9070709201","م إبتدائية القواسمية - الطواجنية  مكتب 1","م إبتدائية القواسمية - الطواجنية  مكتب 1"
"Bizerte","Ras Jebel","9080210302","م إبتدائية الحي الجديد راس الجبل - رأس الجبل الجنوبية   مكتب 2","م إبتدائية الحي الجديد راس الجبل - رأس الجبل الجنوبية   مكتب 2"
"Bizerte","Ras Jebel","9080210401","م إبتدائية بني عطاء - رأس الجبل الجنوبية   مكتب 1","م إبتدائية بني عطاء - رأس الجبل الجنوبية   مكتب 1"
"Bizerte","Sejnane","9090212101","م إبتدائية بني يصلي - المعالية   مكتب 1","م إبتدائية بني يصلي - المعالية   مكتب 1"
"Bizerte","Sejnane","9090412701","م إبتدائية المناصرية - الحشاشنة  مكتب 1","م إبتدائية المناصرية - الحشاشنة  مكتب 1"
"Bizerte","Sejnane","9090613201","م إبتدائية سيدي سالم - سيدي مشرق   مكتب 1","م إبتدائية سيدي سالم - سيدي مشرق   مكتب 1"
"Bizerte","Sejnane","9090713701","م إبتدائية أمادن   مكتب 1","م إبتدائية أمادن   مكتب 1"
"Bizerte","Sejnane","9090713702","م إبتدائية أمادن   مكتب 2","م إبتدائية أمادن   مكتب 2"
"Bizerte","Sejnane","9090814001","م إبتدائية الحنية - المشارقة  مكتب 1","م إبتدائية الحنية - المشارقة  مكتب 1"
"Bizerte","Mateur","9120517801","م إبتدائية حي الصداقة ماطر   مكتب 1","م إبتدائية حي الصداقة ماطر   مكتب 1"
"Bizerte","Mateur","9120517802","م إبتدائية حي الصداقة ماطر   مكتب 2","م إبتدائية حي الصداقة ماطر   مكتب 2"
"Bizerte","Mateur","9120517803","م إبتدائية حي الصداقة ماطر   مكتب 3","م إبتدائية حي الصداقة ماطر   مكتب 3"
"Bizerte","Mateur","9120918501","م إبتدائية بومخيلة   مكتب 1","م إبتدائية بومخيلة   مكتب 1"
"Bizerte","Mateur","9120918502","م إبتدائية بومخيلة   مكتب 2","م إبتدائية بومخيلة   مكتب 2"
"Bizerte","Menzel Bourguiba","9130419401","م إبتدائية حي الثورة منزل بورقيبة - النجاح (2)  مكتب 1","م إبتدائية حي الثورة منزل بورقيبة - النجاح (2)  مكتب 1"
"Bizerte","Menzel Bourguiba","9130419402","م إبتدائية حي الثورة منزل بورقيبة - النجاح (2)  مكتب 2","م إبتدائية حي الثورة منزل بورقيبة - النجاح (2)  مكتب 2"
"Bizerte","Menzel Bourguiba","9130419403","م إبتدائية حي الثورة منزل بورقيبة - النجاح (2)  مكتب 3","م إبتدائية حي الثورة منزل بورقيبة - النجاح (2)  مكتب 3"
"Bizerte","Menzel Bourguiba","9130419404","م إبتدائية حي الثورة منزل بورقيبة - النجاح (2)  مكتب 4","م إبتدائية حي الثورة منزل بورقيبة - النجاح (2)  مكتب 4"
"Bizerte","Menzel Bourguiba","9130419405","م إبتدائية حي الثورة منزل بورقيبة - النجاح (2)  مكتب 5","م إبتدائية حي الثورة منزل بورقيبة - النجاح (2)  مكتب 5"
"Bizerte","Menzel Bourguiba","9130419406","م إبتدائية حي الثورة منزل بورقيبة - النجاح (2)  مكتب 6","م إبتدائية حي الثورة منزل بورقيبة - النجاح (2)  مكتب 6"
"Bizerte","Menzel Jemil","9140120001","م إبتدائية ش .الجمهورية منزل جميل - منزل جميل الشرقية   مكتب 1","م إبتدائية ش .الجمهورية منزل جميل - منزل جميل الشرقية   مكتب 1"
"Bizerte","Menzel Jemil","9140320401","م إبتدائية ابن رشيق منزل عبد الرحمان - منزل عبد الرحمان الشرقية   مكتب 1","م إبتدائية ابن رشيق منزل عبد الرحمان - منزل عبد الرحمان الشرقية   مكتب 1"
"Béja","Béja Sud","10010100103","م إبتدائية سيدي فرج   مكتب 3","م إبتدائية سيدي فرج   مكتب 3"
"Béja","Béja Nord","10021103501","م إبتدائية جبل الشعرة - بوحزام  مكتب 1","م إبتدائية جبل الشعرة - بوحزام  مكتب 1"
"Béja","Thibar","10050107303","م إبتدائية شارع بورقيبة تيبار  مكتب 3","م إبتدائية شارع بورقيبة تيبار  مكتب 3"
"Béja","Medjez el-Bab","10080210604","م إبتدائية نهج 18 جانفي 52 مجاز الباب - مجاز الباب الجنوبية  مكتب 4","م إبتدائية نهج 18 جانفي 52 مجاز الباب - مجاز الباب الجنوبية  مكتب 4"
"Béja","Medjez el-Bab","10081412203","م إبتدائية   14 جانفي سيدي الرايس   مكتب 3","م إبتدائية   14 جانفي سيدي الرايس   مكتب 3"
"Béja","Nefza","10090813701","م إبتدائية أولاد هويمل - بالليف  مكتب 1","م إبتدائية أولاد هويمل - بالليف  مكتب 1"
"Nabeul1","El Mida","11010300802","م إبتدائية فرتونة   مكتب 2","م إبتدائية فرتونة   مكتب 2"
"Nabeul1","El Haouaria","11020402701","م إبتدائية هنشير غرمان - صاحب الجبل القبلية  مكتب 1","م إبتدائية هنشير غرمان - صاحب الجبل القبلية  مكتب 1"
"Nabeul1","Hammam Ghezèze","11040105302","م إبتدائية حمام الغزاز   مكتب 2","م إبتدائية حمام الغزاز   مكتب 2"
"Nabeul1","Dar Châabane El Fehri","11050206502","م إبتدائية الصادق الغضبان - الفهري  مكتب 2","م إبتدائية الصادق الغضبان - الفهري  مكتب 2"
"Nabeul1","Korba","11060809701","م إبتدائية خراز - بولدين  مكتب 1","م إبتدائية خراز - بولدين  مكتب 1"
"Nabeul1","Kélibia","11070109801","م إبتدائية وادي الخطف   مكتب 1","م إبتدائية وادي الخطف   مكتب 1"
"Nabeul1","Kélibia","11070109802","م إبتدائية وادي الخطف   مكتب 2","م إبتدائية وادي الخطف   مكتب 2"
"Nabeul1","Kélibia","11070209901","م إبتدائية ملول  مكتب 1","م إبتدائية ملول  مكتب 1"
"Nabeul1","Kélibia","11070210001","م إبتدائية النصر ملول   مكتب 1","م إبتدائية النصر ملول   مكتب 1"
"Nabeul1","Kélibia","11070310101","م إبتدائية زاوية ازمور   مكتب 1","م إبتدائية زاوية ازمور   مكتب 1"
"Nabeul1","Kélibia","11070310102","م إبتدائية زاوية ازمور   مكتب 2","م إبتدائية زاوية ازمور   مكتب 2"
"Nabeul1","Kélibia","11070310103","م إبتدائية زاوية ازمور   مكتب 3","م إبتدائية زاوية ازمور   مكتب 3"
"Nabeul1","Kélibia","11070310201","م إبتدائية سيدي معاوية قليبية - أزمور  مكتب 1","م إبتدائية سيدي معاوية قليبية - أزمور  مكتب 1"
"Nabeul1","Kélibia","11070310301","م إبتدائية منزل ابراهيم - أزمور  مكتب 1","م إبتدائية منزل ابراهيم - أزمور  مكتب 1"
"Nabeul1","Kélibia","11070310401","م إبتدائية البوشة - أزمور  مكتب 1","م إبتدائية البوشة - أزمور  مكتب 1"
"Nabeul1","Kélibia","11070310501","م إبتدائية منزل بلقاسم - أزمور  مكتب 1","م إبتدائية منزل بلقاسم - أزمور  مكتب 1"
"Nabeul1","Kélibia","11070410601","م إبتدائية سيدي احمد - قليبية الشرقية  مكتب 1","م إبتدائية سيدي احمد - قليبية الشرقية  مكتب 1"
"Nabeul1","Kélibia","11070410602","م إبتدائية سيدي احمد - قليبية الشرقية  مكتب 2","م إبتدائية سيدي احمد - قليبية الشرقية  مكتب 2"
"Nabeul1","Kélibia","11070410603","م إبتدائية سيدي احمد - قليبية الشرقية  مكتب 3","م إبتدائية سيدي احمد - قليبية الشرقية  مكتب 3"
"Nabeul1","Kélibia","11070410604","م إبتدائية سيدي احمد - قليبية الشرقية  مكتب 4","م إبتدائية سيدي احمد - قليبية الشرقية  مكتب 4"
"Nabeul1","Kélibia","11070410605","م إبتدائية سيدي احمد - قليبية الشرقية  مكتب 5","م إبتدائية سيدي احمد - قليبية الشرقية  مكتب 5"
"Nabeul1","Kélibia","11070410606","م إبتدائية سيدي احمد - قليبية الشرقية  مكتب 6","م إبتدائية سيدي احمد - قليبية الشرقية  مكتب 6"
"Nabeul1","Kélibia","11070410607","م إبتدائية سيدي احمد - قليبية الشرقية  مكتب 7","م إبتدائية سيدي احمد - قليبية الشرقية  مكتب 7"
"Nabeul1","Kélibia","11070410701","م إبتدائية طريق الشاطئ - قليبية الشرقية  مكتب 1","م إبتدائية طريق الشاطئ - قليبية الشرقية  مكتب 1"
"Nabeul1","Kélibia","11070410702","م إبتدائية طريق الشاطئ - قليبية الشرقية  مكتب 2","م إبتدائية طريق الشاطئ - قليبية الشرقية  مكتب 2"
"Nabeul1","Kélibia","11070410703","م إبتدائية طريق الشاطئ - قليبية الشرقية  مكتب 3","م إبتدائية طريق الشاطئ - قليبية الشرقية  مكتب 3"
"Nabeul1","Kélibia","11070410704","م إبتدائية طريق الشاطئ - قليبية الشرقية  مكتب 4","م إبتدائية طريق الشاطئ - قليبية الشرقية  مكتب 4"
"Nabeul1","Kélibia","11070410705","م إبتدائية طريق الشاطئ - قليبية الشرقية  مكتب 5","م إبتدائية طريق الشاطئ - قليبية الشرقية  مكتب 5"
"Nabeul1","Kélibia","11070410706","م إبتدائية طريق الشاطئ - قليبية الشرقية  مكتب 6","م إبتدائية طريق الشاطئ - قليبية الشرقية  مكتب 6"
"Nabeul1","Kélibia","11070410801","م إبتدائية نهج ليبيــا - قليبية الشرقية  مكتب 1","م إبتدائية نهج ليبيــا - قليبية الشرقية  مكتب 1"
"Nabeul1","Kélibia","11070410802","م إبتدائية نهج ليبيــا - قليبية الشرقية  مكتب 2","م إبتدائية نهج ليبيــا - قليبية الشرقية  مكتب 2"
"Nabeul1","Kélibia","11070410803","م إبتدائية نهج ليبيــا - قليبية الشرقية  مكتب 3","م إبتدائية نهج ليبيــا - قليبية الشرقية  مكتب 3"
"Nabeul1","Kélibia","11070410804","م إبتدائية نهج ليبيــا - قليبية الشرقية  مكتب 4","م إبتدائية نهج ليبيــا - قليبية الشرقية  مكتب 4"
"Nabeul1","Kélibia","11070410901","م إبتدائية 2 مارس 34- قليبية - قليبية الشرقية  مكتب 1","م إبتدائية 2 مارس 34- قليبية - قليبية الشرقية  مكتب 1"
"Nabeul1","Kélibia","11070410902","م إبتدائية 2 مارس 34- قليبية - قليبية الشرقية  مكتب 2","م إبتدائية 2 مارس 34- قليبية - قليبية الشرقية  مكتب 2"
"Nabeul1","Kélibia","11070411001","م إبتدائية حي الرياض - قليبية الشرقية  مكتب 1","م إبتدائية حي الرياض - قليبية الشرقية  مكتب 1"
"Nabeul1","Kélibia","11070411002","م إبتدائية حي الرياض - قليبية الشرقية  مكتب 2","م إبتدائية حي الرياض - قليبية الشرقية  مكتب 2"
"Nabeul1","Kélibia","11070411003","م إبتدائية حي الرياض - قليبية الشرقية  مكتب 3","م إبتدائية حي الرياض - قليبية الشرقية  مكتب 3"
"Nabeul1","Kélibia","11070511101","م إبتدائية سيدي بوضاوي - قليبية الغربية  مكتب 1","م إبتدائية سيدي بوضاوي - قليبية الغربية  مكتب 1"
"Nabeul1","Kélibia","11070511102","م إبتدائية سيدي بوضاوي - قليبية الغربية  مكتب 2","م إبتدائية سيدي بوضاوي - قليبية الغربية  مكتب 2"
"Nabeul1","Kélibia","11070511103","م إبتدائية سيدي بوضاوي - قليبية الغربية  مكتب 3","م إبتدائية سيدي بوضاوي - قليبية الغربية  مكتب 3"
"Nabeul1","Kélibia","11070511104","م إبتدائية سيدي بوضاوي - قليبية الغربية  مكتب 4","م إبتدائية سيدي بوضاوي - قليبية الغربية  مكتب 4"
"Nabeul1","Kélibia","11070511105","م إبتدائية سيدي بوضاوي - قليبية الغربية  مكتب 5","م إبتدائية سيدي بوضاوي - قليبية الغربية  مكتب 5"
"Nabeul1","Kélibia","11070511106","م إبتدائية سيدي بوضاوي - قليبية الغربية  مكتب 6","م إبتدائية سيدي بوضاوي - قليبية الغربية  مكتب 6"
"Nabeul1","Kélibia","11070511107","م إبتدائية سيدي بوضاوي - قليبية الغربية  مكتب 7","م إبتدائية سيدي بوضاوي - قليبية الغربية  مكتب 7"
"Nabeul1","Kélibia","11070511201","م إبتدائية ســاحـة الجمهورية - قليبية الغربية  مكتب 1","م إبتدائية ســاحـة الجمهورية - قليبية الغربية  مكتب 1"
"Nabeul1","Kélibia","11070511202","م إبتدائية ســاحـة الجمهورية - قليبية الغربية  مكتب 2","م إبتدائية ســاحـة الجمهورية - قليبية الغربية  مكتب 2"
"Nabeul1","Kélibia","11070511203","م إبتدائية ســاحـة الجمهورية - قليبية الغربية  مكتب 3","م إبتدائية ســاحـة الجمهورية - قليبية الغربية  مكتب 3"
"Nabeul1","Kélibia","11070511204","م إبتدائية ســاحـة الجمهورية - قليبية الغربية  مكتب 4","م إبتدائية ســاحـة الجمهورية - قليبية الغربية  مكتب 4"
"Nabeul1","Kélibia","11070511205","م إبتدائية ســاحـة الجمهورية - قليبية الغربية  مكتب 5","م إبتدائية ســاحـة الجمهورية - قليبية الغربية  مكتب 5"
"Nabeul1","Kélibia","11070511301","م إبتدائية الميناء - قليبية الغربية  مكتب 1","م إبتدائية الميناء - قليبية الغربية  مكتب 1"
"Nabeul1","Kélibia","11070511302","م إبتدائية الميناء - قليبية الغربية  مكتب 2","م إبتدائية الميناء - قليبية الغربية  مكتب 2"
"Nabeul1","Kélibia","11070511303","م إبتدائية الميناء - قليبية الغربية  مكتب 3","م إبتدائية الميناء - قليبية الغربية  مكتب 3"
"Nabeul1","Kélibia","11070511401","م إبتدائية الانطلاقة حي اسمر - قليبية الغربية  مكتب 1","م إبتدائية الانطلاقة حي اسمر - قليبية الغربية  مكتب 1"
"Nabeul1","Kélibia","11070511402","م إبتدائية الانطلاقة حي اسمر - قليبية الغربية  مكتب 2","م إبتدائية الانطلاقة حي اسمر - قليبية الغربية  مكتب 2"
"Nabeul1","Kélibia","11070511403","م إبتدائية الانطلاقة حي اسمر - قليبية الغربية  مكتب 3","م إبتدائية الانطلاقة حي اسمر - قليبية الغربية  مكتب 3"
"Nabeul1","Kélibia","11070511404","م إبتدائية الانطلاقة حي اسمر - قليبية الغربية  مكتب 4","م إبتدائية الانطلاقة حي اسمر - قليبية الغربية  مكتب 4"
"Nabeul1","Menzel Temime","11080111501","م إبتدائية الوديان   مكتب 1","م إبتدائية الوديان   مكتب 1"
"Nabeul1","Menzel Temime","11080111502","م إبتدائية الوديان   مكتب 2","م إبتدائية الوديان   مكتب 2"
"Nabeul2","Hammamet","12010401201","م إبتدائية الفتــح براكة الساحل  مكتب 1","م إبتدائية الفتــح براكة الساحل  مكتب 1"
"Nabeul2","Hammamet","12010401202","م إبتدائية الفتــح براكة الساحل  مكتب 2","م إبتدائية الفتــح براكة الساحل  مكتب 2"
"Nabeul2","Hammamet","12010401203","م إبتدائية الفتــح براكة الساحل  مكتب 3","م إبتدائية الفتــح براكة الساحل  مكتب 3"
"Nabeul2","Hammamet","12010401204","م إبتدائية الفتــح براكة الساحل  مكتب 4","م إبتدائية الفتــح براكة الساحل  مكتب 4"
"Nabeul2","Hammamet","12010401205","م إبتدائية الفتــح براكة الساحل  مكتب 5","م إبتدائية الفتــح براكة الساحل  مكتب 5"
"Nabeul2","Hammamet","12010401206","م إبتدائية الفتــح براكة الساحل  مكتب 6","م إبتدائية الفتــح براكة الساحل  مكتب 6"
"Nabeul2","Hammamet","12010401207","م إبتدائية الفتــح براكة الساحل  مكتب 7","م إبتدائية الفتــح براكة الساحل  مكتب 7"
"Nabeul2","Hammamet","12010401208","م إبتدائية الفتــح براكة الساحل  مكتب 8","م إبتدائية الفتــح براكة الساحل  مكتب 8"
"Nabeul2","Hammamet","12010401402","م إبتدائية سيدي حماد - براكة الساحل   مكتب 2","م إبتدائية سيدي حماد - براكة الساحل   مكتب 2"
"Nabeul2","Hammamet","12010602101","م إبتدائية شارع الجمهورية - الحمامات الشرقية  مكتب 1","م إبتدائية شارع الجمهورية - الحمامات الشرقية  مكتب 1"
"Nabeul2","Hammamet","12010602102","م إبتدائية شارع الجمهورية - الحمامات الشرقية  مكتب 2","م إبتدائية شارع الجمهورية - الحمامات الشرقية  مكتب 2"
"Nabeul2","Hammamet","12010602103","م إبتدائية شارع الجمهورية - الحمامات الشرقية  مكتب 3","م إبتدائية شارع الجمهورية - الحمامات الشرقية  مكتب 3"
"Nabeul2","Hammamet","12010602104","م إبتدائية شارع الجمهورية - الحمامات الشرقية  مكتب 4","م إبتدائية شارع الجمهورية - الحمامات الشرقية  مكتب 4"
"Nabeul2","Hammamet","12010602105","م إبتدائية شارع الجمهورية - الحمامات الشرقية  مكتب 5","م إبتدائية شارع الجمهورية - الحمامات الشرقية  مكتب 5"
"Nabeul2","Hammamet","12010602106","م إبتدائية شارع الجمهورية - الحمامات الشرقية  مكتب 6","م إبتدائية شارع الجمهورية - الحمامات الشرقية  مكتب 6"
"Nabeul2","Hammamet","12010602107","م إبتدائية شارع الجمهورية - الحمامات الشرقية  مكتب 7","م إبتدائية شارع الجمهورية - الحمامات الشرقية  مكتب 7"
"Nabeul2","Béni Khalled","12020202803","م إبتدائية سيدي التومي - بني خلاد القبلية  مكتب 3","م إبتدائية سيدي التومي - بني خلاد القبلية  مكتب 3"
"Nabeul2","Béni Khalled","12020403301","م إبتدائية باطرو - القبة الكبيرة  مكتب 1","م إبتدائية باطرو - القبة الكبيرة  مكتب 1"
"Nabeul2","Béni Khalled","12020503601","م إبتدائية العهد الجديد بئر دراسن   مكتب 1","م إبتدائية العهد الجديد بئر دراسن   مكتب 1"
"Nabeul2","Bou Argoub","12030203902","م إبتدائية المشروحة   مكتب 2","م إبتدائية المشروحة   مكتب 2"
"Nabeul2","Takelsa","12040105201","م إبتدائية دار نادر - بئر الزيت  مكتب 1","م إبتدائية دار نادر - بئر الزيت  مكتب 1"
"Nabeul2","Soliman","12050407005","م إبتدائية الحبيب ثامر - سليمان  مكتب 5","م إبتدائية الحبيب ثامر - سليمان  مكتب 5"
"Nabeul2","Menzel Bouzelfa","12070311001","م إبتدائية بني غانم - منزل بوزلفة الجوفية   مكتب 1","م إبتدائية بني غانم - منزل بوزلفة الجوفية   مكتب 1"
"Zaghouane","Zriba","13010100201","م إبتدائية عين الأنصارين - الجوف الشرقية  مكتب 1","م إبتدائية عين الأنصارين - الجوف الشرقية  مكتب 1"
"Zaghouane","El Fahs","13021204001","م إبتدائية الخمايسية الفحص - تليل الصالحي  مكتب 1","م إبتدائية الخمايسية الفحص - تليل الصالحي  مكتب 1"
"Zaghouane","Zaghouan","13050107801","م إبتدائية زغوان ابن خلدون - زغوان الشمالية  مكتب 1","م إبتدائية زغوان ابن خلدون - زغوان الشمالية  مكتب 1"
"Zaghouane","Saouaf","13060410602","م إبتدائية دغافلة - الدغافلة الشرقية  مكتب 2","م إبتدائية دغافلة - الدغافلة الشرقية  مكتب 2"
"Kairouan","Sbikha","14010501202","م إبتدائية الدخيلة  مكتب 2","م إبتدائية الدخيلة  مكتب 2"
"Kairouan","Sbikha","14010601501","م إبتدائية هندي الزيتونة - الذريعات  مكتب 1","م إبتدائية هندي الزيتونة - الذريعات  مكتب 1"
"Kairouan","Sbikha","14010601502","م إبتدائية هندي الزيتونة - الذريعات  مكتب 2","م إبتدائية هندي الزيتونة - الذريعات  مكتب 2"
"Kairouan","Chebika","14020103601","م إبتدائية الشبيكة المركز  مكتب 1","م إبتدائية الشبيكة المركز  مكتب 1"
"Kairouan","Chebika","14020103602","م إبتدائية الشبيكة المركز  مكتب 2","م إبتدائية الشبيكة المركز  مكتب 2"
"Kairouan","Chebika","14020103701","م إبتدائية القرين - الشبيكة  مكتب 1","م إبتدائية القرين - الشبيكة  مكتب 1"
"Kairouan","Chebika","14020103702","م إبتدائية القرين - الشبيكة  مكتب 2","م إبتدائية القرين - الشبيكة  مكتب 2"
"Kairouan","Chebika","14020103801","م إبتدائية ورفلة - الشبيكة  مكتب 1","م إبتدائية ورفلة - الشبيكة  مكتب 1"
"Kairouan","Chebika","14020103802","م إبتدائية ورفلة - الشبيكة  مكتب 2","م إبتدائية ورفلة - الشبيكة  مكتب 2"
"Kairouan","Chebika","14020103901","م إبتدائية المجدوب - الشبيكة  مكتب 1","م إبتدائية المجدوب - الشبيكة  مكتب 1"
"Kairouan","Chebika","14020103902","م إبتدائية المجدوب - الشبيكة  مكتب 2","م إبتدائية المجدوب - الشبيكة  مكتب 2"
"Kairouan","Chebika","14020104001","م إبتدائية الشبيـكة 2 حي صابرين  مكتب 1","م إبتدائية الشبيـكة 2 حي صابرين  مكتب 1"
"Kairouan","Chebika","14020104002","م إبتدائية الشبيـكة 2 حي صابرين  مكتب 2","م إبتدائية الشبيـكة 2 حي صابرين  مكتب 2"
"Kairouan","Chebika","14020204101","م إبتدائية الجواودة الهداية   مكتب 1","م إبتدائية الجواودة الهداية   مكتب 1"
"Kairouan","Chebika","14020204102","م إبتدائية الجواودة الهداية   مكتب 2","م إبتدائية الجواودة الهداية   مكتب 2"
"Kairouan","Chebika","14020204201","م إبتدائية فندرة - الجواودة  مكتب 1","م إبتدائية فندرة - الجواودة  مكتب 1"
"Kairouan","Chebika","14020204301","م إبتدائية القوازين - الجواودة  مكتب 1","م إبتدائية القوازين - الجواودة  مكتب 1"
"Kairouan","Chebika","14020204401","م إبتدائية  الرماضنية الأمل - الجواودة  مكتب 1","م إبتدائية  الرماضنية الأمل - الجواودة  مكتب 1"
